actor_id,name,kind,location,sector,employer,employees,alltag,grundversorgung,vertrag,haftung,reserve,wallet_total,positive_money,health,stress,fatigue,trust,reputation,media_literacy,integrity,pressure,productivity,capital,skills,meta
PUBLIC_ZEMO,ZEMO Public Council / Öffentlicher Fonds,public,Earth,governance,,0,248145.54752645254,0,21829.178345894605,0,200000,469974.72587234713,469974.72587234713,0.85,0.25,0.2,0.65,0.8505565520423191,0.55,0.82,0.35,1.0,100.0,"{""finance"":0.8,""governance"":0.85}",{}
BANK_DELTA,Delta Clearing Bank,firm,Earth,finance,,0,108133.06259097737,0,0,0,180000,288133.06259097735,288133.06259097735,0.85,0.25,0.2,0.65,0.5,0.55,0.7,0.45,1.15,250,"{""finance"":0.85,""governance"":0.55}","{""loans"":[],""target"":8}"
INSURANCE_MUTUAL,Mutual Risk & Life-Support Insurance,firm,Earth,finance,,0,100936.89645249731,0,0,0,150000,250936.8964524973,250936.8964524973,0.85,0.25,0.2,0.65,0.500897431585391,0.55,0.76,0.36,1.05,210,"{""finance"":0.8,""health"":0.55,""space"":0.55}","{""pool"":100000,""target"":7}"
P_00001,Lea Garcia,person,Earth,agriculture,F_00122,0,1131.9550838341627,14.242762650527624,0,0,57.432784332406875,1203.6306308170972,1203.6306308170972,0.6726040610408267,0.6874834297794091,0,0.929965292500211,0.8547782959873689,0.7524922614694957,0.5149326461961209,0.3263837936344719,0.7836423886676931,100.0,"{""consumption"":0.4789709729887737,""culture"":0.5978839849596915,""education"":0.3486303657900127,""energy"":0.5014654800448805,""environment"":0.3603633323396301,""finance"":0.46053448066054115,""food"":0.7159459270928554,""general"":0.5132385126063015,""governance"":0.39042382419753685,""health"":0.577897800271268,""infrastructure"":0.6111585765213061,""labor"":0.39632785692696015,""media"":0.3140576693868216,""space"":0.270149388503071,""transport"":0.49134262726195516,""water"":0.5704331926389679}","{""education"":0.30407830016398074,""preferred_sector"":""construction""}"
P_00002,Mira Sato,person,Station,healthcare,F_00131,0,556.5785791939742,31.141492145051064,0,0,14.688655509085573,602.4087268481109,602.4087268481109,0.6294216390433199,0.4358128022785466,0.03663984968090496,0.6264442823452546,0.7815179648703494,0.4323023634910537,0.8103993369935074,0.355843508236842,1.025201925697836,100.0,"{""consumption"":0.8588384951188981,""culture"":0.5650708950326243,""education"":0.8419090472796514,""energy"":0.577134119599246,""environment"":0.6950932875294666,""finance"":0.5163164769594879,""food"":0.4163932123239815,""general"":0.6446103504040573,""governance"":0.39130019451406234,""health"":0.3608759661651245,""infrastructure"":0.7117048352911383,""labor"":0.7092347131346909,""media"":0.7244898930782859,""space"":0.9857370253094472,""transport"":0.7457273027886739,""water"":0.4037675569519511}","{""education"":0.4825880910280094,""preferred_sector"":""media""}"
P_00003,Mira Novak,person,Moon,mining,F_00135,0,311.45588990360096,16.20059862664746,0,0,9.598920103347016,337.25540863359544,337.25540863359544,0.6979599528171021,0.6102516491598575,0.05447535143979783,0.8168332432373001,0.5496507520060421,0.7146280115033934,0.7027621808256097,0.011437534242135061,0.8881406969742667,100.0,"{""consumption"":0.3764617172082311,""culture"":0.2931527529354819,""education"":0.45510760818958035,""energy"":0.5655441748253777,""environment"":0.3595816658729567,""finance"":0.3505952534774509,""food"":0.5592740906259266,""general"":0.466349331981676,""governance"":0.5894073832042638,""health"":0.37565607841148385,""infrastructure"":0.6213639016930237,""labor"":0.5821304498005715,""media"":0.3698936282751791,""space"":0.532001040000589,""transport"":0.3332963557829549,""water"":0.8377746946857929}","{""education"":0.3931417018699379,""preferred_sector"":""water_utility""}"
P_00004,Kian Dubois,person,Earth,water_utility,F_00121,0,1179.641651384943,24.885924682090362,0,0,29.31634248173687,1233.8439185487703,1233.8439185487703,0.7322454032594788,0.8020302120763434,0,0.8304133774768192,0.869110517771941,0.5274381511705486,0.7911166360690949,0.294603391351939,1.0073748429126415,100.0,"{""consumption"":0.057349212282160306,""culture"":0.650119828484358,""education"":0.33185276983940115,""energy"":0.5628541878866211,""environment"":0.363785462870459,""finance"":0.7082144705320617,""food"":0.40806938018205074,""general"":0.43223426842826457,""governance"":0.4318645961380916,""health"":0.3442460629234122,""infrastructure"":0.5211706541754393,""labor"":0.2547027135459536,""media"":0.542455686710825,""space"":0.26341815652069267,""transport"":0.5459885411594707,""water"":0.9086081577092038}","{""education"":0.5167298563273347,""preferred_sector"":""water_utility""}"
P_00005,Aiko Singh,person,Earth,data_network,M_00155,0,959.8669102418311,24.630663898018465,0,0,13.80688395579462,998.3044580956442,998.3044580956442,0.6576160860493964,0.7920875659570336,0,0.6785332309046928,0.5874208994649732,0.45925897191158627,0.5135696512349043,0.4498159155696814,1.2462904324335906,100.0,"{""consumption"":0.7512287030697021,""culture"":0.773639145062799,""education"":0.5296626261273654,""energy"":0.5809940984206469,""environment"":1.01340276981671,""finance"":0.8224865140900579,""food"":0.7903728517202342,""general"":0.7807028532754821,""governance"":0.7190624290696029,""health"":0.8319655485083001,""infrastructure"":0.8812259034548225,""labor"":0.8946845361680773,""media"":0.8119704956599574,""space"":0.9125364552786028,""transport"":1.1062572874801304,""water"":0.6972389092085766}","{""education"":0.6135043198016071,""preferred_sector"":""media""}"
P_00006,Jonas Okafor,person,Earth,construction,F_00124,0,1082.6784030000147,13.875629785319454,0,0,11.009282147233996,1107.5633149325681,1107.5633149325681,0.6670065920776213,0.8302372021156077,0,0.7750346601502981,0.848181925640053,0.7026164139249502,0.626449793563508,0.24208304650702422,1.042061339746318,100.0,"{""consumption"":0.19628686853607785,""culture"":0.21074343949453966,""education"":0.022161240322830032,""energy"":0.2636723260207178,""environment"":0.22136047521301974,""finance"":0.4752793315476047,""food"":0.414255683379969,""general"":0.25570698232218764,""governance"":0.4250374213647601,""health"":0.12986670975251854,""infrastructure"":0.4513311258531393,""labor"":0.19311443877237447,""media"":0.4366222300841201,""space"":0.3334686479757892,""transport"":0.2949743053869336,""water"":0.11449095339578497}","{""education"":0.34623421223820594,""preferred_sector"":""construction""}"
P_00007,Lina Patel,person,Earth,water_utility,F_00121,0,1158.076698273523,11.974236370481245,0,0,18.816288586183756,1188.867223230188,1188.867223230188,0.7115836869193406,0.7323418268354014,0,0.7902856191530587,0.7855587985473697,0.44784745906580936,0.742482576222037,0.3836044652289522,1.1673251011158976,100.0,"{""consumption"":0.9613467338143674,""culture"":0.8097898993202981,""education"":0.8531019118054525,""energy"":0.8542151919084907,""environment"":1.0193905981375584,""finance"":0.4599122865316955,""food"":0.9082567928906925,""general"":0.8156510822599637,""governance"":0.6457209091351895,""health"":0.805814888365256,""infrastructure"":0.9407262272017851,""labor"":0.6768680195233563,""media"":0.9734639061113528,""space"":1.002555206501543,""transport"":0.8747089170487425,""water"":1.2491947671069068}","{""education"":0.48941133958386285,""preferred_sector"":""water_utility""}"
